id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_miss,att_freekick_total,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obxd_left,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,final_third_entries,fouled_final_third,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_openplay,goal_fastbreak,hand_ball,head_pass,interception,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,shot_fastbreak,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,total_att_assist,total_back_zone_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_fwd_zone_pass,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,freekick_cross,goal_assist_deadball,goal_assist_setplay,interceptions_in_box,total_corners_intobox,attempts_ibox,attempts_obox,att_cmiss_high_right,att_corner,att_goal_high_left,att_ibox_post,att_lg_left,att_obx_left,att_pen_goal,att_pen_target,att_post_right,hit_woodwork,penalty_won,post_scoring_att,touches_in_opp_box,accurate_freekick_cross,accurate_goal_kicks,clearance_off_line,goal_kicks,att_goal_high_centre,att_lg_centre,penalty_conceded,att_cmiss_high_left,att_hd_post,att_post_high,dangerous_play,own_goals,red_card,total_chipped_pass,att_post_left,att_freekick_target,att_obox_post,second_yellow,att_obx_right,accurate_keeper_throws,ball_recovery,dive_catch,dive_save,good_high_claim,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_lg_right,last_man_tackle,att_obxd_right,att_freekick_goal,att_pen_post,back_pass,att_pen_miss,unsuccessful_touch,leftside_pass,att_obp_goal,fwd_pass,att_freekick_post,rescinded_red_card,accurate_chipped_pass,rightside_pass
1359,30706.0,Chris Kirkland,Chris,Kirkland,1981-05-02,England,England,0.0,G,Goalkeeper,15,26.0,46.0,,,252.0,263.0,298.0,,1.0,,26.0,171.0,119.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,4.0,2.0,13.0,30.0,410.0,,,26.0,,42.0,34.0,8.0,,2.0,2.0,,,,1.0,1.0,706.0,336.0,15.0,15.0,2295.0,,4.0,,64.0,,89.0,39.0,28.0,3.0,404.0,400.0,,,,162.0,30.0,4.0,67.0,34.0,,,,,363.0,527.0,546.0,,594.0,,1.0,,2.0,,947.0,1.0,11.0,7.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,99.0,,201.0,,,,,,,,1.0,,,,,,,,31.0,39.0,15.0,28.0,39.0,37.0,4.0,1.0,13.0,42.0,24.0,66.0,18.0,5.0,43.0,,,,,,,,,,,,,,,
1850,26684.0,Radostin Kishishev,Radostin,Kishishev,1974-07-30,Bulgaria,Bulgaria,25.0,M,Midfielder,15,36.0,94.0,4.0,4.0,128.0,17.0,218.0,10.0,7.0,3.0,14.0,50.0,55.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,2.0,,,2.0,3.0,,,3.0,,,,,,,,1.0,27.0,,,4.0,17.0,2.0,52.0,39.0,13.0,65.0,,13.0,6.0,,13.0,8.0,5.0,,,,,1.0,1.0,6.0,6.0,56.0,30.0,8.0,2.0,649.0,1.0,3.0,,20.0,2.0,9.0,63.0,38.0,1.0,115.0,108.0,,2.0,,58.0,16.0,4.0,108.0,20.0,9.0,21.0,21.0,,107.0,215.0,36.0,,302.0,3.0,4.0,8.0,25.0,11.0,408.0,7.0,8.0,4.0,3.0,2.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,11727.0,Dave Kitson,Dave,Kitson,1980-01-21,England,England,8.0,F,Centre Striker,15,83.0,23.0,2.0,2.0,78.0,7.0,99.0,3.0,8.0,9.0,13.0,65.0,71.0,4.0,,13.0,1.0,,1.0,,2.0,,,,1.0,1.0,,,,3.0,1.0,5.0,1.0,2.0,11.0,2.0,2.0,1.0,9.0,3.0,1.0,1.0,2.0,4.0,,,,,,,15.0,,,3.0,1.0,1.0,,,1.0,,,1.0,6.0,1.0,,2.0,5.0,1.0,33.0,35.0,2.0,38.0,2.0,17.0,9.0,2.0,11.0,10.0,1.0,2.0,2.0,2.0,,1.0,,2.0,2.0,16.0,9.0,5.0,1.0,802.0,,6.0,4.0,,,36.0,41.0,20.0,2.0,97.0,94.0,,12.0,1.0,53.0,,6.0,30.0,5.0,7.0,7.0,7.0,,119.0,158.0,15.0,3.0,181.0,17.0,5.0,4.0,13.0,3.0,261.0,19.0,9.0,7.0,4.0,7.0,10.0,3.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,16835.0,Zat Knight,Zat,Knight,1980-05-02,England,England,24.0,D,Centre Central Defender,15,111.0,202.0,2.0,2.0,110.0,50.0,310.0,4.0,6.0,15.0,23.0,217.0,139.0,5.0,,5.0,,,1.0,,2.0,,,,,1.0,,1.0,2.0,4.0,,6.0,,2.0,4.0,,,,,2.0,,,2.0,3.0,1.0,,3.0,,,3.0,5.0,,,4.0,1.0,,,,,,,1.0,16.0,3.0,,,7.0,5.0,37.0,75.0,142.0,153.0,1.0,15.0,22.0,2.0,37.0,33.0,4.0,,,,,2.0,31.0,8.0,8.0,209.0,75.0,12.0,24.0,2032.0,1.0,4.0,2.0,101.0,14.0,37.0,93.0,41.0,5.0,308.0,274.0,,7.0,,48.0,61.0,5.0,291.0,176.0,5.0,7.0,7.0,,166.0,288.0,151.0,1.0,572.0,10.0,1.0,1.0,42.0,6.0,860.0,8.0,15.0,6.0,3.0,1.0,30.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,32441.0,Kolo Touré,Kolo,Touré,1981-03-19,,,2.0,D,Centre Central Defender,15,172.0,780.0,1.0,1.0,399.0,128.0,1178.0,12.0,37.0,35.0,35.0,183.0,166.0,10.0,,10.0,1.0,3.0,,4.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,9.0,3.0,2.0,10.0,1.0,,,2.0,3.0,,2.0,7.0,7.0,3.0,1.0,9.0,5.0,,17.0,16.0,2.0,5.0,23.0,9.0,1.0,1.0,,2.0,1.0,1.0,6.0,29.0,11.0,,3.0,3.0,10.0,100.0,161.0,192.0,296.0,,25.0,35.0,3.0,33.0,26.0,7.0,1.0,2.0,2.0,,,9.0,25.0,25.0,389.0,184.0,8.0,27.0,3150.0,6.0,6.0,9.0,43.0,24.0,38.0,189.0,68.0,3.0,451.0,389.0,,21.0,,182.0,28.0,12.0,870.0,254.0,30.0,7.0,7.0,,389.0,677.0,279.0,2.0,1540.0,36.0,,,88.0,15.0,2061.0,30.0,17.0,17.0,21.0,9.0,65.0,7.0,,1.0,,,5.0,,,1.0,,,,2.0,,,,,,3.0,,2.0,3.0,,,,,,1.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,91545.0,Paul Konchesky,Paul,Konchesky,1981-05-15,England,England,,D,Left Full Back,15,66.0,287.0,16.0,16.0,370.0,72.0,641.0,213.0,11.0,15.0,22.0,172.0,153.0,12.0,1.0,,2.0,,,1.0,,,,2.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,13.0,1.0,2.0,,3.0,4.0,4.0,,9.0,1.0,1.0,10.0,12.0,,,1.0,,,1.0,,,,1.0,4.0,33.0,3.0,2.0,30.0,45.0,3.0,68.0,102.0,63.0,242.0,2.0,18.0,22.0,,39.0,32.0,7.0,,2.0,1.0,,1.0,7.0,19.0,19.0,268.0,137.0,15.0,23.0,1967.0,8.0,7.0,2.0,116.0,2.0,244.0,21.0,80.0,2.0,408.0,392.0,,10.0,1.0,179.0,78.0,15.0,356.0,79.0,21.0,81.0,79.0,,319.0,642.0,172.0,1.0,917.0,16.0,1.0,,58.0,252.0,1485.0,31.0,15.0,4.0,14.0,7.0,43.0,7.0,,4.0,,1.0,1.0,2.0,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,3953.0,Ognjen Koroman,Ognjen,Koroman,1978-09-19,Serbia,Serbia,17.0,M,Midfielder,15,0.0,4.0,,,4.0,,8.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,5.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,17.0,,,,,,1.0,2.0,1.0,,4.0,4.0,,,,3.0,,,5.0,1.0,2.0,1.0,1.0,,4.0,6.0,,,10.0,,,1.0,2.0,1.0,18.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,176123.0,Robert Kozluk,Robert,Kozluk,1977-08-05,England,England,24.0,D,Defender,15,45.0,100.0,6.0,6.0,151.0,36.0,245.0,120.0,7.0,8.0,19.0,126.0,105.0,7.0,4.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,2.0,,,2.0,3.0,,,3.0,,,,,,,,1.0,21.0,4.0,,12.0,10.0,3.0,52.0,64.0,48.0,213.0,1.0,18.0,17.0,,26.0,20.0,6.0,,,,,,13.0,9.0,9.0,209.0,87.0,11.0,19.0,1488.0,6.0,5.0,,26.0,7.0,24.0,123.0,69.0,3.0,324.0,320.0,,2.0,,83.0,14.0,11.0,143.0,52.0,19.0,23.0,23.0,,174.0,303.0,93.0,1.0,423.0,3.0,2.0,2.0,29.0,236.0,822.0,16.0,14.0,5.0,13.0,1.0,19.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
3180,11895.0,Niko Kranjcar,Niko,Kranjcar,1984-08-13,Croatia,Croatia,19.0,M,Left/Centre/Right Attacking Midfielder,15,117.0,112.0,19.0,7.0,248.0,30.0,341.0,6.0,9.0,3.0,24.0,145.0,77.0,19.0,12.0,2.0,4.0,2.0,,3.0,4.0,1.0,2.0,4.0,1.0,,,1.0,,,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,4.0,1.0,,3.0,5.0,7.0,8.0,1.0,14.0,3.0,1.0,22.0,29.0,2.0,4.0,29.0,1.0,1.0,,,2.0,1.0,2.0,10.0,41.0,1.0,48.0,9.0,5.0,8.0,83.0,65.0,14.0,92.0,6.0,21.0,11.0,2.0,19.0,18.0,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,50.0,23.0,9.0,3.0,1279.0,16.0,17.0,8.0,,1.0,80.0,41.0,40.0,3.0,196.0,188.0,1.0,16.0,,135.0,,33.0,125.0,22.0,29.0,61.0,22.0,1.0,222.0,400.0,48.0,3.0,464.0,34.0,6.0,13.0,33.0,8.0,695.0,31.0,13.0,7.0,16.0,13.0,26.0,,13.0,8.0,,,,42.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,99550.0,Jan Kromkamp,Jan,Kromkamp,1980-08-17,Netherlands,Netherlands,19.0,D,Right Full Back,15,2.0,12.0,,,10.0,5.0,22.0,4.0,,1.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,4.0,6.0,2.0,5.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,2.0,1.0,,,90.0,2.0,,,,,,5.0,2.0,,11.0,10.0,,,,6.0,,2.0,15.0,3.0,,1.0,1.0,,9.0,14.0,5.0,,28.0,,,,3.0,7.0,46.0,4.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,133649.0,Tim Krul,Tim,Krul,1988-04-03,Netherlands,Netherlands,1.0,G,Goalkeeper,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,4436.0,Tomasz Kupisz,Tomasz,Kupisz,1990-01-02,Poland,Poland,28.0,M,Left/Right Winger,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,177216.0,Shefki Kuqi,Shefki,Kuqi,1976-11-10,Kosovo,Finland,32.0,F,Forward,15,0.0,1.0,,,1.0,,2.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,8.0,,,,2.0,,1.0,,,,1.0,1.0,,,,1.0,2.0,,1.0,,1.0,,,,1.0,1.0,,,2.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,18638.0,Tomasz Kuszczak,Tomasz,Kuszczak,1982-03-20,Poland,Poland,29.0,G,Goalkeeper,15,6.0,63.0,,,10.0,17.0,73.0,,,,6.0,32.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,1.0,1.0,7.0,45.0,,1.0,6.0,,2.0,2.0,,,,,,,,,,87.0,25.0,1.0,1.0,540.0,,,,,,2.0,9.0,,1.0,74.0,73.0,,,,5.0,,,70.0,8.0,,,,,22.0,39.0,50.0,,109.0,,,,,,199.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,60.0,,,1.0,,,,,,,,,,,,,40.0,3.0,7.0,7.0,3.0,42.0,2.0,1.0,4.0,7.0,9.0,16.0,,2.0,6.0,,,,,,,,,,,,,,,
3135,122010.0,Dirk Kuyt,Dirk,Kuyt,1980-07-22,Netherlands,Netherlands,7.0,M,Centre/Right Attacking Midfielder,15,257.0,156.0,15.0,15.0,605.0,32.0,746.0,5.0,50.0,34.0,34.0,113.0,116.0,58.0,,42.0,5.0,11.0,1.0,12.0,11.0,7.0,,,2.0,,6.0,3.0,2.0,12.0,6.0,20.0,11.0,11.0,31.0,11.0,2.0,2.0,10.0,6.0,1.0,2.0,16.0,16.0,5.0,1.0,10.0,10.0,,25.0,88.0,8.0,13.0,60.0,1.0,2.0,1.0,1.0,9.0,4.0,4.0,16.0,94.0,7.0,,39.0,13.0,6.0,225.0,133.0,6.0,140.0,9.0,48.0,27.0,12.0,16.0,13.0,3.0,12.0,4.0,4.0,,3.0,13.0,9.0,9.0,58.0,28.0,8.0,,2579.0,28.0,34.0,33.0,64.0,3.0,103.0,243.0,77.0,1.0,410.0,407.0,7.0,43.0,2.0,356.0,46.0,62.0,184.0,9.0,58.0,52.0,52.0,7.0,596.0,933.0,46.0,23.0,1065.0,92.0,13.0,7.0,46.0,7.0,1460.0,97.0,31.0,20.0,22.0,33.0,32.0,,,,,,,,,,,,,2.0,,,,,,2.0,,2.0,2.0,,,,,1.0,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
3150,20466.0,Marc Laird,Marc,Laird,1986-01-23,Scotland,Scotland,8.0,M,Midfielder,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,143319.0,Frank Lampard,Frank,Lampard,1978-06-20,England,England,8.0,M,Attacking Midfielder,15,298.0,617.0,66.0,22.0,920.0,218.0,1471.0,7.0,6.0,12.0,37.0,186.0,171.0,57.0,34.0,28.0,6.0,3.0,7.0,8.0,5.0,2.0,10.0,31.0,2.0,2.0,4.0,1.0,,3.0,1.0,5.0,12.0,4.0,13.0,11.0,,4.0,19.0,13.0,2.0,11.0,14.0,11.0,30.0,7.0,38.0,20.0,1.0,89.0,99.0,11.0,26.0,113.0,2.0,5.0,2.0,1.0,14.0,6.0,3.0,42.0,82.0,19.0,159.0,24.0,16.0,10.0,146.0,181.0,40.0,396.0,17.0,26.0,36.0,11.0,23.0,18.0,5.0,6.0,10.0,6.0,,1.0,16.0,20.0,20.0,315.0,193.0,3.0,10.0,3243.0,47.0,54.0,42.0,180.0,3.0,345.0,157.0,163.0,2.0,626.0,603.0,2.0,53.0,1.0,434.0,142.0,101.0,681.0,63.0,59.0,227.0,82.0,2.0,664.0,1397.0,309.0,5.0,1851.0,137.0,3.0,1.0,98.0,9.0,2554.0,52.0,45.0,24.0,26.0,41.0,73.0,3.0,45.0,42.0,4.0,4.0,,151.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,2.0,3.0,7.0,,,,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,7.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
3286,113010.0,Denny Landzaat,Denny,Landzaat,1976-05-06,Netherlands,Netherlands,23.0,M,Midfielder,15,155.0,232.0,15.0,9.0,533.0,85.0,750.0,2.0,16.0,10.0,33.0,193.0,113.0,16.0,9.0,6.0,1.0,1.0,1.0,2.0,3.0,,5.0,7.0,,,,1.0,,,,,,1.0,4.0,3.0,,1.0,6.0,5.0,3.0,2.0,2.0,6.0,11.0,1.0,14.0,8.0,,32.0,34.0,2.0,10.0,37.0,1.0,4.0,,1.0,2.0,2.0,2.0,11.0,44.0,4.0,22.0,7.0,16.0,7.0,101.0,93.0,26.0,222.0,4.0,35.0,29.0,2.0,38.0,32.0,6.0,2.0,1.0,1.0,,3.0,17.0,10.0,10.0,188.0,117.0,16.0,2.0,2527.0,11.0,15.0,13.0,87.0,6.0,121.0,196.0,72.0,5.0,327.0,316.0,,19.0,,258.0,57.0,26.0,287.0,37.0,11.0,55.0,37.0,,405.0,784.0,125.0,,1016.0,43.0,11.0,4.0,56.0,2.0,1267.0,29.0,25.0,10.0,2.0,6.0,43.0,2.0,7.0,14.0,,,,19.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,4.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
3049,277645.0,Henri Lansbury,Henri,Lansbury,1990-10-12,England,England,23.0,M,Centre Central Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,153110.0,Sebastian Larsson,Sebastian,Larsson,1985-06-06,Sweden,Sweden,7.0,M,Centre Central Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,52809.0,Jan Lastuvka,Jan,Lastuvka,1982-07-07,Czech Republic,Czech Republic,16.0,G,Goalkeeper,15,7.0,15.0,,,36.0,41.0,51.0,,,,8.0,73.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,1.0,2.0,9.0,154.0,,,7.0,,15.0,14.0,1.0,,,,,,,1.0,1.0,203.0,65.0,4.0,4.0,658.0,,,,,,18.0,17.0,17.0,1.0,145.0,142.0,,,,27.0,,,18.0,12.0,,,,,99.0,128.0,134.0,,146.0,,,1.0,,,273.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,35.0,,81.0,,,,,,,,,,,,,,,,19.0,8.0,4.0,8.0,8.0,20.0,2.0,1.0,6.0,13.0,7.0,24.0,11.0,1.0,9.0,,,,,,,,,,,,,,,
1831,4266.0,Lauren,Laureano,Bisan Etame-Mayer,1977-01-19,Cameroon,Cameroon,4.0,D,Defender,15,39.0,66.0,3.0,3.0,135.0,12.0,198.0,42.0,5.0,2.0,10.0,68.0,49.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,2.0,,1.0,2.0,,,,,1.0,,,1.0,22.0,2.0,1.0,9.0,12.0,3.0,48.0,29.0,11.0,85.0,4.0,18.0,9.0,,8.0,7.0,1.0,,1.0,1.0,,1.0,,6.0,6.0,68.0,40.0,3.0,9.0,800.0,4.0,3.0,1.0,,1.0,2.0,100.0,19.0,2.0,140.0,129.0,,,,68.0,,7.0,87.0,22.0,6.0,22.0,22.0,,119.0,221.0,29.0,1.0,286.0,2.0,2.0,1.0,21.0,58.0,439.0,13.0,4.0,4.0,2.0,9.0,17.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,3462.0,Martin Laursen,Martin,Laursen,1977-07-26,Denmark,Denmark,5.0,D,Defender,15,68.0,207.0,,,108.0,39.0,315.0,1.0,14.0,47.0,14.0,58.0,62.0,2.0,,4.0,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,,4.0,2.0,,1.0,2.0,,1.0,,2.0,1.0,1.0,,,,,1.0,4.0,,,2.0,,,,,1.0,,,2.0,8.0,5.0,,,1.0,9.0,33.0,103.0,72.0,60.0,,9.0,12.0,,8.0,7.0,1.0,,1.0,1.0,,,10.0,10.0,10.0,126.0,64.0,,12.0,1053.0,,3.0,2.0,54.0,1.0,55.0,22.0,6.0,1.0,169.0,147.0,,4.0,,29.0,43.0,3.0,274.0,94.0,2.0,1.0,1.0,,71.0,185.0,73.0,,458.0,8.0,1.0,2.0,23.0,2.0,608.0,7.0,33.0,5.0,,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,140236.0,Anthony Le Tallec,Anthony,Le Tallec,1984-10-03,France,France,9.0,F,Centre Second Striker,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,267008.0,Kieran Lee,Kieran,Lee,1988-06-22,England,England,20.0,M,Centre Central Midfielder,15,2.0,14.0,,,8.0,,22.0,6.0,,,1.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,1.0,8.0,5.0,1.0,4.0,,2.0,1.0,,,,,,,,,,,,,10.0,4.0,,,90.0,,,,,2.0,,9.0,1.0,,8.0,7.0,,,,3.0,,,14.0,2.0,,,,,6.0,14.0,4.0,,28.0,,,,4.0,7.0,45.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,109776.0,Lee Dong-Gook,Dong-Gook,Lee,1979-04-29,South Korea,South Korea,,F,Centre Striker,15,31.0,14.0,2.0,2.0,40.0,2.0,52.0,1.0,7.0,2.0,9.0,21.0,18.0,3.0,,2.0,2.0,2.0,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,4.0,,,,4.0,3.0,1.0,1.0,,2.0,,,3.0,,,3.0,9.0,,,4.0,,,,,,,,1.0,6.0,,,1.0,2.0,2.0,25.0,9.0,,7.0,1.0,8.0,3.0,,4.0,3.0,1.0,,,,,,,,,,,3.0,,278.0,2.0,1.0,,,,13.0,7.0,2.0,,23.0,23.0,1.0,8.0,1.0,16.0,,3.0,16.0,,4.0,3.0,3.0,1.0,28.0,57.0,2.0,3.0,70.0,9.0,3.0,6.0,1.0,1.0,97.0,8.0,6.0,4.0,,4.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,16958.0,Aaron Brown,Aaron,Brown,1983-06-23,England,England,,D,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
