id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
4421,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,1989-09-08,Iceland,Iceland,10.0,M,Left/Centre/Right Attacking Midfielder,363,354.0,17.0,29.0,10.0,400.0,0.0,24.0,725.0,4.0,11.0,5.0,36.0,,5.0,201.0,119.0,21.0,28.0,19.0,18.0,,3.0,,3.0,7.0,3.0,5.0,3.0,11.0,4.0,3.0,1.0,6.0,9.0,11.0,6.0,28.0,34.0,8.0,35.0,6.0,1.0,,218.0,119.0,4.0,3.0,4.0,48.0,16.0,31.0,5.0,11.0,8.0,28.0,8.0,102.0,67.0,4.0,17.0,5.0,,1.0,65.0,88.0,5.0,22.0,206.0,24.0,29.0,24.0,5.0,5.0,5.0,1.0,2.0,5.0,30.0,2.0,34.0,2.0,34.0,,215.0,66.0,53.0,11.0,4.0,2256.0,,19.0,25.0,17.0,808.0,2.0,3.0,177.0,69.0,,,126.0,3.0,293.0,293.0,9.0,59.0,51.0,48.0,,214.0,,1.0,16.0,1.0,33.0,203.0,686.0,29.0,40.0,44.0,389.0,30.0,17.0,26.0,100.0,42.0,274.0,9.0,564.0,9.0,28.0,40.0,,853.0,1.0,49.0,12.0,30.0,4.0,1292.0,49.0,45.0,45.0,18.0,2.0,17.0,14.0,12.0,20.0,2.0,,3.0,1.0,,,,3.0,,2.0,,6.0,,,2.0,5.0,1.0,2.0,4.0,6.0,3.0,,2.0,12.0,5.0,24.0,1.0,1.0,1.0,2.0,1.0,,,2.0,20.0,1.0,2.0,60.0,19.0,23.0,58.0,,,5.0,,2.0,7.0,2.0,,2.0,4.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,189086.0,David Silva,David,Silva,1986-01-08,Spain,Spain,21.0,M,Left/Centre/Right Attacking Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25529,302161.0,Dynel Simeu,Dynel,Simeu,2002-03-13,England,England,6.0,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19925,267848.0,Ellis Simms,Ellis,Simms,2001-01-05,England,England,19.0,F,Centre Striker,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,288560.0,Moussa Sissoko,Moussa,Sissoko,1989-08-16,France,France,19.0,M,Centre/Right Central Midfielder,363,355.0,24.0,1.0,1.0,288.0,4.0,30.0,642.0,36.0,22.0,16.0,25.0,,11.0,169.0,80.0,3.0,,4.0,2.0,1.0,2.0,,,2.0,,1.0,,1.0,,,,,,,,,1.0,1.0,2.0,,1.0,,149.0,113.0,,,3.0,17.0,2.0,12.0,4.0,3.0,6.0,14.0,6.0,78.0,65.0,3.0,22.0,15.0,,,53.0,61.0,,22.0,204.0,15.0,22.0,21.0,1.0,,,,1.0,15.0,55.0,,23.0,2.0,23.0,,254.0,62.0,37.0,8.0,5.0,1577.0,0.0,2.0,2.0,1.0,749.0,4.0,3.0,47.0,139.0,,,15.0,5.0,176.0,176.0,4.0,52.0,57.0,17.0,,154.0,,1.0,,,33.0,137.0,630.0,7.0,23.0,4.0,402.0,41.0,22.0,27.0,9.0,9.0,174.0,4.0,368.0,21.0,7.0,55.0,,761.0,1.0,3.0,1.0,22.0,40.0,999.0,11.0,18.0,18.0,9.0,0.0,11.0,18.0,,16.0,3.0,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21413,287156.0,Oliver Skipp,Oliver,Skipp,2000-09-16,England,England,20.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21385,302331.0,Regan Slater,Regan,Slater,1999-09-11,England,England,27.0,M,Centre Defensive Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11364,172378.0,Islam Slimani,Islam,Slimani,1988-06-18,Algeria,Algeria,9.0,F,Centre Striker,363,2.0,,,,4.0,,,6.0,,1.0,2.0,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,3.0,1.0,,,,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,4.0,,,1.0,,19.0,,1.0,,,9.0,,,,2.0,,,2.0,,4.0,4.0,,,1.0,,,,,,1.0,,,3.0,6.0,,0.0,1.0,2.0,,,,,,5.0,,7.0,,1.0,,,9.0,,1.0,,,,12.0,2.0,1.0,1.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75104,290972.0,Thierry Small,Thierry,Small,2004-08-01,England,England,16.0,D,Left Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14997,90864.0,William Smallbone,William,Smallbone,2000-02-21,England,Ireland,,F,Forward,363,22.0,2.0,0.0,0.0,39.0,,3.0,61.0,,4.0,2.0,3.0,,2.0,12.0,3.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,23.0,12.0,,,,6.0,,2.0,,4.0,1.0,2.0,,11.0,10.0,,1.0,,,,6.0,8.0,,3.0,14.0,2.0,5.0,5.0,,,,,,,4.0,,2.0,,2.0,,18.0,5.0,4.0,3.0,,173.0,,,,1.0,73.0,,,11.0,14.0,,,5.0,,21.0,21.0,,5.0,7.0,6.0,,18.0,,,,,4.0,18.0,61.0,5.0,2.0,,27.0,6.0,1.0,,5.0,5.0,24.0,,51.0,1.0,1.0,7.0,,73.0,,1.0,2.0,6.0,,102.0,1.0,2.0,2.0,2.0,0.0,,,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,259066.0,Chris Smalling,Chris,Smalling,1989-11-22,England,England,6.0,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19862,281080.0,Matthew Smith,Matthew,Smith,2000-10-05,England,England,14.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14445,272994.0,Emile Smith Rowe,Emile,Smith Rowe,2000-07-28,England,England,,M,Midfielder,363,242.0,7.0,2.0,2.0,404.0,,10.0,644.0,2.0,10.0,4.0,20.0,,3.0,104.0,58.0,9.0,4.0,23.0,7.0,1.0,3.0,,,2.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,10.0,2.0,7.0,2.0,,1.0,214.0,79.0,4.0,1.0,3.0,34.0,3.0,11.0,2.0,13.0,2.0,7.0,4.0,53.0,48.0,3.0,9.0,5.0,,,40.0,54.0,3.0,5.0,144.0,18.0,10.0,9.0,1.0,4.0,3.0,4.0,,5.0,23.0,1.0,10.0,,10.0,,181.0,29.0,21.0,4.0,,1448.0,,14.0,13.0,6.0,720.0,1.0,1.0,113.0,130.0,,,33.0,2.0,164.0,164.0,9.0,39.0,31.0,34.0,,187.0,,2.0,4.0,0.0,20.0,230.0,638.0,14.0,27.0,27.0,266.0,11.0,9.0,30.0,17.0,17.0,275.0,4.0,477.0,3.0,25.0,17.0,4.0,726.0,5.0,13.0,11.0,14.0,2.0,931.0,46.0,38.0,38.0,20.0,1.0,12.0,10.0,13.0,7.0,,,1.0,,,,,,,,,2.0,,,1.0,,,,2.0,2.0,2.0,,1.0,2.0,2.0,25.0,3.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,304946.0,Robert Snodgrass,Robert,Snodgrass,1987-09-07,Scotland,Scotland,12.0,M,Left/Right Attacking Midfielder,363,41.0,5.0,3.0,3.0,70.0,,4.0,108.0,,13.0,9.0,11.0,,7.0,56.0,28.0,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,2.0,,1.0,,2.0,,,,,1.0,,,1.0,3.0,,1.0,,,,35.0,38.0,1.0,,,9.0,3.0,6.0,,5.0,3.0,4.0,4.0,35.0,44.0,,12.0,5.0,,,19.0,20.0,1.0,8.0,46.0,6.0,14.0,13.0,1.0,,,,,5.0,18.0,,1.0,1.0,1.0,,38.0,11.0,6.0,5.0,1.0,531.0,1.0,1.0,2.0,1.0,134.0,2.0,,23.0,28.0,,,12.0,,50.0,50.0,3.0,14.0,21.0,9.0,,17.0,,,,1.0,12.0,40.0,106.0,9.0,8.0,3.0,46.0,8.0,12.0,8.0,8.0,8.0,54.0,5.0,98.0,,2.0,6.0,1.0,136.0,1.0,4.0,3.0,17.0,,244.0,10.0,8.0,8.0,14.0,0.0,2.0,4.0,1.0,12.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32998,292221.0,Harrison Sohna,Harrison,Sohna,2002-07-01,England,England,43.0,M,Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,20239.0,Son Heung-Min,Heung-Min,Son,1992-07-08,South Korea,South Korea,7.0,F,Left/Centre/Right Winger,363,267.0,23.0,36.0,9.0,651.0,1.0,28.0,882.0,11.0,63.0,20.0,37.0,,8.0,297.0,149.0,44.0,24.0,42.0,22.0,3.0,5.0,2.0,5.0,7.0,7.0,14.0,8.0,18.0,3.0,4.0,4.0,2.0,8.0,6.0,5.0,22.0,60.0,9.0,45.0,10.0,6.0,1.0,341.0,145.0,14.0,10.0,5.0,57.0,15.0,54.0,7.0,18.0,20.0,50.0,8.0,212.0,145.0,5.0,3.0,2.0,,,101.0,64.0,16.0,14.0,181.0,36.0,36.0,36.0,,10.0,8.0,8.0,1.0,2.0,70.0,5.0,14.0,0.0,14.0,,173.0,34.0,20.0,12.0,4.0,3121.0,,27.0,48.0,36.0,1023.0,3.0,4.0,221.0,115.0,,,175.0,8.0,440.0,440.0,16.0,49.0,80.0,57.0,,362.0,,1.0,17.0,1.0,39.0,352.0,853.0,25.0,83.0,75.0,312.0,36.0,3.0,72.0,148.0,59.0,441.0,24.0,893.0,6.0,41.0,44.0,16.0,1057.0,4.0,68.0,13.0,32.0,11.0,1657.0,134.0,59.0,59.0,54.0,6.0,17.0,39.0,28.0,18.0,,,10.0,,2.0,1.0,3.0,6.0,1.0,2.0,,14.0,2.0,,1.0,11.0,1.0,1.0,13.0,17.0,14.0,,4.0,1.0,7.0,34.0,1.0,,,1.0,5.0,3.0,4.0,1.0,23.0,6.0,,96.0,30.0,21.0,92.0,8.0,,5.0,1.0,,1.0,2.0,1.0,2.0,2.0,,,,,,1.0,,1.0,,6.0,,,2.0,6.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
49158,305777.0,Andreas Söndergaard,Andreas,Söndergaard,2001-01-17,Denmark,Denmark,22.0,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25183,259014.0,Tomas Soucek,Tomas,Soucek,1995-02-27,Czech Republic,Czech Republic,28.0,M,Centre Defensive Midfielder,363,596.0,62.0,1.0,1.0,618.0,7.0,84.0,1213.0,4.0,161.0,234.0,38.0,,36.0,277.0,191.0,52.0,12.0,17.0,35.0,2.0,12.0,8.0,29.0,9.0,23.0,10.0,,5.0,2.0,3.0,14.0,7.0,4.0,5.0,3.0,12.0,44.0,5.0,28.0,7.0,1.0,1.0,202.0,246.0,2.0,1.0,5.0,43.0,13.0,49.0,10.0,9.0,,21.0,8.0,308.0,364.0,5.0,102.0,70.0,,,125.0,220.0,6.0,69.0,581.0,38.0,47.0,39.0,8.0,1.0,1.0,1.0,4.0,70.0,344.0,1.0,62.0,8.0,62.0,,440.0,192.0,116.0,11.0,18.0,3419.0,2.0,6.0,12.0,23.0,1585.0,18.0,2.0,189.0,282.0,1.0,,27.0,3.0,483.0,483.0,16.0,114.0,116.0,43.0,1.0,384.0,,1.0,28.0,3.0,67.0,298.0,1191.0,25.0,34.0,18.0,708.0,107.0,102.0,29.0,9.0,9.0,464.0,92.0,908.0,28.0,8.0,126.0,2.0,1607.0,,64.0,,78.0,4.0,2185.0,110.0,42.0,42.0,43.0,2.0,19.0,16.0,8.0,41.0,7.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,17.0,,10.0,,2.0,,6.0,7.0,3.0,7.0,10.0,6.0,,,,27.0,8.0,,,2.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
21379,302908.0,Jamie Soule,Jamie,Soule,2000-11-26,England,England,31.0,F,Centre Striker,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26216,135250.0,Çaglar Söyüncü,Çaglar,Söyüncü,1996-05-23,Turkey,Turkey,4.0,D,Centre Central Defender,363,804.0,38.0,4.0,4.0,415.0,9.0,47.0,1215.0,25.0,36.0,63.0,23.0,,9.0,136.0,72.0,10.0,,7.0,5.0,,8.0,1.0,6.0,1.0,6.0,2.0,,,1.0,0.0,4.0,,,,,,,1.0,3.0,0.0,1.0,,91.0,91.0,1.0,,,10.0,1.0,13.0,5.0,4.0,6.0,4.0,4.0,73.0,107.0,,80.0,42.0,1.0,,45.0,112.0,,18.0,484.0,19.0,30.0,30.0,,,,,,42.0,111.0,,28.0,2.0,28.0,,210.0,219.0,152.0,6.0,17.0,1816.0,14.0,4.0,3.0,3.0,1360.0,9.0,1.0,230.0,25.0,,,16.0,3.0,194.0,194.0,2.0,53.0,36.0,10.0,,596.0,,1.0,6.0,1.0,31.0,98.0,1196.0,3.0,6.0,7.0,872.0,86.0,80.0,6.0,10.0,10.0,145.0,0.0,519.0,36.0,,115.0,,1381.0,,10.0,,27.0,31.0,1639.0,26.0,8.0,8.0,15.0,1.0,13.0,4.0,5.0,17.0,2.0,,3.0,,1.0,1.0,,,1.0,4.0,,1.0,,1.0,,,2.0,,1.0,1.0,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24722,289865.0,Jack Spong,Jack,Spong,2002-02-04,England,England,55.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66563,222706.0,Jay Stansfield,Jay,Stansfield,2002-11-24,England,England,61.0,F,Centre Striker,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,166336.0,Jason Steele,Jason,Steele,1990-08-18,England,England,,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,302797.0,Jed Steer,Jed,Steer,1992-09-23,England,England,25.0,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54392,184428.0,Zack Steffen,Zack,Steffen,1995-04-02,United States,United States,13.0,G,Goalkeeper,363,21.0,1.0,,,,,1.0,21.0,,,,1.0,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,6.0,2.0,,,,90.0,,,,,18.0,,,,,,,,,5.0,5.0,,,,,,11.0,,,,,,,14.0,,0.0,,24.0,2.0,,,,,,,2.0,3.0,,6.0,,26.0,,,,,,31.0,,,,,0.0,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,,5.0,4.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,
4779,98488.0,Maarten Stekelenburg,Maarten,Stekelenburg,1982-09-22,Netherlands,Netherlands,1.0,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
