id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
4156,286422.0,Scott Wootton,Scott,Wootton,1991-09-12,England,England,31.0,D,Centre Central Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,25111.0,Richard Wright,Richard,Wright,1977-11-05,England,England,,G,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,167510.0,Alex Wynter,Alex,Wynter,1993-09-15,England,England,15.0,D,Centre Central Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,138635.0,Claudio Yacob,Claudio,Yacob,1987-07-18,Argentina,Argentina,24.0,M,Centre Defensive Midfielder,22,264.0,423.0,17.0,,,,,406.0,23.0,52.0,829.0,,34.0,27.0,27.0,15.0,140.0,130.0,9.0,,,,4.0,,,2.0,4.0,,3.0,1.0,4.0,5.0,1.0,6.0,,1.0,,80.0,154.0,1.0,35.0,,45.0,,,2.0,18.0,134.0,160.0,1.0,50.0,114.0,2.0,39.0,,319.0,22.0,34.0,29.0,5.0,,70.0,46.0,46.0,,267.0,141.0,106.0,10.0,9.0,1843.0,5.0,4.0,4.0,932.0,11.0,94.0,67.0,11.0,159.0,159.0,4.0,60.0,90.0,35.0,285.0,,7.0,133.0,811.0,26.0,9.0,461.0,33.0,50.0,10.0,,2.0,2.0,177.0,492.0,23.0,23.0,67.0,,951.0,11.0,8.0,5.0,102.0,,1279.0,12.0,12.0,24.0,5.0,9.0,1.0,84.0,7.0,1.0,7.0,,,6.0,,1.0,4.0,,1.0,2.0,,,,,1.0,1.0,,3.0,12.0,26.0,1.0,1.0,,,,,26.0,,2.0,,,1.0,,5.0,,1.0,,,3.0,,,,,,1.0,,1.0,,,,,,,1.0,2.0,,,1.0,,,,,,2.0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,25732.0,Mapou Yanga-Mbiwa,Mapou,Yanga-Mbiwa,1989-05-15,Central African Republic,France,2.0,D,Centre Central Defender,22,111.0,310.0,33.0,,2.0,2.0,,205.0,1.0,23.0,513.0,74.0,21.0,15.0,23.0,9.0,140.0,71.0,3.0,,,,1.0,1.0,,,,1.0,2.0,,3.0,3.0,,2.0,,,,58.0,94.0,6.0,23.0,1.0,13.0,,3.0,13.0,8.0,71.0,72.0,6.0,118.0,82.0,,19.0,,299.0,17.0,22.0,18.0,4.0,,41.0,37.0,37.0,4.0,183.0,121.0,72.0,12.0,18.0,1497.0,2.0,1.0,,619.0,6.0,17.0,145.0,23.0,163.0,163.0,1.0,63.0,30.0,23.0,84.0,,3.0,75.0,508.0,11.0,3.0,339.0,65.0,118.0,24.0,,16.0,16.0,120.0,301.0,18.0,1.0,45.0,,624.0,4.0,4.0,6.0,33.0,84.0,994.0,5.0,5.0,11.0,9.0,13.0,2.0,24.0,5.0,,4.0,,,,,,1.0,,,,,1.0,,,1.0,,,5.0,2.0,40.0,1.0,,,,,,40.0,,5.0,7.0,3.0,2.0,,2.0,,3.0,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528,172039.0,Samed Yesil,Samed,Yesil,1994-05-25,Germany,Germany,,F,Forward,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,11596.0,Joseph Yobo,Joseph,Yobo,1980-09-06,Nigeria,Nigeria,26.0,D,Centre/Right Central Defender,22,0.0,145.0,5.0,,,,,33.0,,23.0,178.0,,9.0,12.0,8.0,1.0,56.0,31.0,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,1.0,,10.0,31.0,4.0,4.0,,4.0,,,,,16.0,35.0,4.0,63.0,23.0,,3.0,,79.0,8.0,12.0,11.0,1.0,,38.0,7.0,7.0,1.0,87.0,40.0,21.0,4.0,8.0,720.0,1.0,,1.0,214.0,3.0,7.0,26.0,2.0,45.0,45.0,,26.0,5.0,4.0,43.0,,1.0,8.0,173.0,3.0,1.0,164.0,16.0,63.0,1.0,,,,25.0,55.0,11.0,,40.0,,219.0,2.0,,,17.0,,329.0,2.0,2.0,5.0,2.0,1.0,,15.0,,,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,3.0,2.0,28.0,,,,,,,28.0,,1.0,6.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,313297.0,Maya Yoshida,Maya,Yoshida,1988-08-24,Japan,Japan,22.0,D,Centre Central Defender,22,0.0,221.0,12.0,,,,,73.0,,33.0,294.0,1.0,10.0,28.0,8.0,,33.0,26.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,19.0,40.0,3.0,2.0,1.0,1.0,,,,,14.0,41.0,3.0,48.0,30.0,1.0,3.0,,169.0,7.0,10.0,7.0,3.0,,45.0,16.0,16.0,,69.0,93.0,54.0,2.0,4.0,632.0,1.0,,1.0,355.0,1.0,37.0,13.0,2.0,70.0,70.0,,26.0,14.0,2.0,106.0,,1.0,11.0,286.0,2.0,1.0,243.0,29.0,48.0,,,,,35.0,120.0,31.0,,60.0,,363.0,3.0,,1.0,9.0,1.0,454.0,1.0,1.0,4.0,3.0,,1.0,7.0,,1.0,7.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,3.0,3.0,33.0,1.0,1.0,,,,,33.0,,2.0,8.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,94798.0,Ashley Young,Ashley,Young,1985-07-09,England,England,18.0,D,Left/Right Wing Back,22,0.0,97.0,10.0,9.0,16.0,8.0,2.0,280.0,19.0,26.0,361.0,11.0,9.0,11.0,20.0,6.0,65.0,68.0,10.0,5.0,3.0,,5.0,3.0,,1.0,2.0,1.0,5.0,2.0,7.0,15.0,2.0,11.0,3.0,,,128.0,51.0,4.0,36.0,1.0,3.0,39.0,54.0,24.0,19.0,66.0,55.0,4.0,12.0,57.0,6.0,18.0,5.0,142.0,13.0,16.0,13.0,3.0,2.0,31.0,10.0,10.0,,69.0,27.0,12.0,6.0,3.0,1030.0,5.0,11.0,6.0,440.0,1.0,145.0,82.0,47.0,258.0,258.0,1.0,28.0,22.0,36.0,116.0,,10.0,165.0,346.0,18.0,16.0,115.0,19.0,12.0,33.0,26.0,108.0,83.0,227.0,448.0,7.0,20.0,39.0,7.0,455.0,17.0,8.0,7.0,13.0,11.0,759.0,16.0,16.0,19.0,10.0,13.0,29.0,9.0,4.0,4.0,1.0,,,2.0,,,3.0,,1.0,2.0,1.0,4.0,,,2.0,1.0,,3.0,4.0,6.0,1.0,2.0,2.0,1.0,,1.0,6.0,,,1.0,11.0,,1.0,,,,1.0,1.0,17.0,,2.0,2.0,,,1.0,,,2.0,,,,,1.0,2.0,1.0,,,3.0,1.0,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,
4603,281176.0,Aaron Martin,Aaron,Martin,1989-09-29,England,England,16.0,D,Centre Central Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14480,21896.0,Khalid Abdo,Khalid,Abdo,1996-11-01,Sweden,Sweden,30.0,M,Centre Central Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,34288.0,Mehdi Abeid,Mehdi,Abeid,1992-08-06,France,Algeria,6.0,M,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,24339.0,Abou Diaby,Vassiriki,Abou Diaby,1986-05-11,France,France,5.0,M,Centre Central Midfielder,22,0.0,7.0,,,,,,4.0,2.0,,11.0,,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,5.0,,,,,16.0,,,,13.0,,,1.0,1.0,2.0,2.0,,,1.0,,2.0,,,3.0,11.0,,,7.0,,,,,,,5.0,6.0,,2.0,,,13.0,,,1.0,,,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,141595.0,Mohammed Abu,Mohammed,Abu,1991-11-14,Ghana,Ghana,8.0,M,Centre Defensive Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,275167.0,Charlie Adam,Charlie,Adam,1985-12-10,Scotland,Scotland,,M,Centre Central Midfielder,22,0.0,287.0,65.0,19.0,32.0,13.0,2.0,419.0,70.0,85.0,674.0,4.0,24.0,24.0,31.0,11.0,154.0,138.0,17.0,11.0,2.0,9.0,3.0,51.0,1.0,4.0,6.0,11.0,20.0,14.0,44.0,44.0,1.0,6.0,6.0,3.0,4.0,164.0,113.0,1.0,34.0,12.0,36.0,58.0,19.0,22.0,32.0,149.0,118.0,1.0,18.0,181.0,9.0,37.0,27.0,338.0,20.0,33.0,25.0,8.0,2.0,80.0,17.0,17.0,,194.0,149.0,78.0,12.0,6.0,1759.0,16.0,16.0,23.0,860.0,7.0,197.0,120.0,104.0,432.0,432.0,16.0,36.0,61.0,34.0,214.0,,23.0,187.0,639.0,9.0,32.0,326.0,132.0,18.0,45.0,54.0,122.0,68.0,320.0,706.0,42.0,80.0,145.0,,910.0,58.0,12.0,11.0,45.0,8.0,1370.0,32.0,32.0,32.0,11.0,20.0,22.0,29.0,6.0,7.0,10.0,,3.0,6.0,,,1.0,1.0,4.0,2.0,15.0,8.0,,,6.0,1.0,2.0,1.0,8.0,8.0,1.0,7.0,5.0,4.0,3.0,3.0,8.0,,,,3.0,,,2.0,,2.0,,3.0,22.0,,12.0,1.0,1.0,,2.0,,2.0,6.0,2.0,,4.0,1.0,3.0,1.0,,,7.0,4.0,3.0,,,,,3.0,2.0,,1.0,1.0,,1.0,,1.0,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,1.0,,,
9199,286397.0,Adam Armstrong,Adam,Armstrong,1997-02-10,England,England,9.0,F,Centre Striker,22,0.0,3.0,,,,,,8.0,,,11.0,,1.0,2.0,4.0,,2.0,5.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,1.0,,1.0,4.0,,,1.0,1.0,,,3.0,,1.0,1.0,,,2.0,1.0,1.0,,4.0,,,4.0,,30.0,,1.0,,12.0,,,3.0,1.0,2.0,2.0,,,1.0,,3.0,,1.0,5.0,11.0,,1.0,3.0,,,,,1.0,1.0,6.0,10.0,,,,,12.0,1.0,,4.0,,,19.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,52642.0,Emmanuel Adebayor,Emmanuel,Adebayor,1984-02-26,Togo,Togo,10.0,F,Centre Striker,22,0.0,133.0,11.0,,5.0,5.0,,531.0,92.0,38.0,659.0,9.0,81.0,40.0,21.0,6.0,137.0,89.0,30.0,,5.0,1.0,5.0,4.0,,3.0,1.0,3.0,5.0,5.0,13.0,35.0,11.0,33.0,4.0,1.0,5.0,224.0,58.0,1.0,23.0,11.0,7.0,,13.0,4.0,78.0,208.0,95.0,1.0,17.0,64.0,4.0,26.0,,135.0,20.0,27.0,21.0,6.0,1.0,61.0,4.0,4.0,,173.0,35.0,26.0,6.0,2.0,1808.0,8.0,26.0,23.0,783.0,2.0,163.0,152.0,26.0,316.0,316.0,15.0,6.0,37.0,23.0,262.0,,10.0,280.0,648.0,8.0,34.0,146.0,18.0,17.0,38.0,,17.0,17.0,369.0,665.0,1.0,107.0,45.0,29.0,794.0,44.0,4.0,1.0,24.0,9.0,1142.0,68.0,68.0,13.0,12.0,20.0,12.0,19.0,,7.0,,1.0,,19.0,2.0,2.0,6.0,8.0,11.0,7.0,,2.0,,,5.0,9.0,7.0,5.0,3.0,14.0,,11.0,8.0,4.0,3.0,4.0,14.0,,,,4.0,,,2.0,,,,4.0,33.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,3.0,,,,4.0,3.0,1.0,,3.0,3.0,,,,,5.0,1.0,3.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,
10544,134171.0,Krisztian Adorjan,Krisztian,Adorjan,1993-01-19,Hungary,Hungary,23.0,M,Centre Attacking Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,161346.0,Adrián,Adrián,San Miguel del Castillo,1987-01-03,Spain,Spain,13.0,G,Goalkeeper,22,0.0,43.0,,,,,,113.0,,125.0,156.0,,,2.0,20.0,,212.0,180.0,2.0,,,,,,,,,,,,,,,,,,,,189.0,,1.0,,,,,,,1.0,5.0,,10.0,210.0,,1.0,,317.0,20.0,27.0,23.0,4.0,,,,,,15.0,501.0,221.0,11.0,18.0,1800.0,2.0,,,175.0,,33.0,25.0,18.0,300.0,300.0,,22.0,,1.0,11.0,,,57.0,86.0,,2.0,57.0,1.0,10.0,,,,,158.0,286.0,225.0,,305.0,,343.0,,,,,,774.0,,,5.0,8.0,,,,2.0,,97.0,,,,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,119.0,11.0,59.0,22.0,34.0,229.0,135.0,59.0,5.0,45.0,41.0,86.0,14.0,14.0,,,,1.0,3.0,,32.0,3.0,,1.0,34.0,,,,,,,,,
4040,313922.0,Benik Afobe,Benik,Afobe,1993-02-12,England,DR Congo,23.0,F,Centre Striker,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,39503.0,Gabriel Agbonlahor,Gabriel,Agbonlahor,1986-10-13,England,England,,F,Left/Centre Striker,22,330.0,98.0,1.0,,6.0,6.0,,354.0,27.0,11.0,446.0,8.0,72.0,24.0,30.0,10.0,195.0,152.0,24.0,,2.0,,10.0,15.0,,3.0,6.0,9.0,7.0,4.0,20.0,44.0,6.0,28.0,3.0,1.0,5.0,152.0,52.0,1.0,23.0,14.0,16.0,,37.0,6.0,47.0,216.0,114.0,1.0,5.0,71.0,17.0,45.0,,133.0,29.0,41.0,35.0,6.0,2.0,83.0,5.0,5.0,,123.0,43.0,24.0,16.0,1.0,2447.0,15.0,14.0,15.0,574.0,2.0,122.0,78.0,17.0,328.0,328.0,6.0,9.0,37.0,24.0,181.0,2.0,17.0,194.0,431.0,13.0,29.0,109.0,12.0,5.0,70.0,,43.0,43.0,287.0,523.0,3.0,36.0,19.0,25.0,589.0,46.0,7.0,1.0,26.0,8.0,967.0,48.0,48.0,36.0,7.0,28.0,19.0,19.0,7.0,8.0,1.0,1.0,1.0,17.0,,,3.0,5.0,4.0,7.0,4.0,5.0,,,4.0,3.0,4.0,4.0,7.0,1.0,,4.0,4.0,5.0,4.0,5.0,1.0,,,,7.0,1.0,2.0,4.0,,2.0,2.0,4.0,43.0,5.0,2.0,4.0,,4.0,,,2.0,4.0,2.0,,,,1.0,2.0,1.0,,1.0,3.0,,,,,3.0,,2.0,1.0,,,1.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,
2916,119508.0,Daniel Agger,Daniel,Agger,1984-12-12,Denmark,Denmark,22.0,D,Defender,22,180.0,514.0,18.0,,,,,195.0,,37.0,709.0,9.0,25.0,45.0,20.0,4.0,104.0,88.0,1.0,,,,3.0,2.0,,1.0,1.0,,,,,,,,1.0,,,38.0,65.0,4.0,9.0,1.0,5.0,,1.0,,1.0,39.0,85.0,4.0,112.0,77.0,,10.0,,374.0,16.0,16.0,14.0,2.0,1.0,54.0,20.0,20.0,,104.0,162.0,113.0,2.0,8.0,1420.0,,2.0,3.0,772.0,8.0,91.0,10.0,5.0,103.0,102.0,,45.0,20.0,9.0,280.0,,3.0,61.0,686.0,7.0,2.0,538.0,36.0,113.0,2.0,,1.0,1.0,95.0,259.0,28.0,,65.0,,796.0,7.0,2.0,4.0,27.0,13.0,1027.0,5.0,5.0,11.0,17.0,2.0,,20.0,,1.0,4.0,,,5.0,,1.0,3.0,1.0,2.0,1.0,,,,,1.0,1.0,,8.0,1.0,64.0,3.0,2.0,,1.0,,,65.0,,1.0,6.0,1.0,1.0,,1.0,,3.0,1.0,,3.0,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514,186691.0,Liam Agnew,Liam,Agnew,1995-04-11,England,England,,M,Centre Central Midfielder,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10333,142253.0,Juan Agudelo,Juan,Agudelo,1992-11-23,Colombia,United States,17.0,F,Centre Striker,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
